Player,Points
Despina Papamichail,72
Arina Rodionova,71
Laura Samson,70
Elina Avanesyan,69
Polona Hercog,68
Lourdes Carle Maria,66
Noemi Basiletti,65
Francisca Jorge,65
Hanne Vandewinkel,65
Anastasia Pavlyuchenkova,64
Mayar Sherif,64
Xinxin Yao,64
Alice Tubello,63
Harmony Tan,62
Marketa Vondrousova,61
Greet Minnen,61
Mia Ristic,61
Gabriela Knutson,59
Polina Iatcenko,58
Alina Charaeva,56
Mia Pohankova,54
Yasmine Kabbaj,54
Caroline Dolehide,53
Suzan Lamens,52
Ane Mintegi Del Olmo,51
(Kuzmova) Hruncakova Viktoria,50
Martina Trevisan,49
Fangran Tian,49
Viktoria Morvayova,48
Mei Yamaguchi,48
Anna-Lena Friedsam,48
Leyre Romero Gormaz,47
Lola Radivojevic,44
Youngsuh Lee Carol,44
Venus Williams,43
Teodora Kostovic,43
Sara Sorribes Tormo,42
Katarina Zavatska,42
Kathinka von Deichmann,41
Mai Hontama,41
Harriet Dart,40
Yexin Ma,40
Oceane Dodin,39
Kiara Toth Amarissa,38
Varvara Panshina,37
Diana Martynov,35
Julieta Pareja,34
Xinyu Gao,34
Elizabeth Mandlik,34
Rada Zolotareva,33
Ksenia Efremova,33
Irina-Camelia Begu,32
Lin Zhu,32
Noma Noha Akugue,32
Sada Nahimana,32
Anastasia Gasanova,32
Robin Montgomery,31
Tereza Martincova,31
Caroline Werner,31
Lia Karatancheva,31
Eudice Chong,30
Yafan Wang,30
Rashmikaa Bhamidipaty Shrivalli,30
Cadence Brace,30
Federica Urgesi,30
Sahaja Yamalapalli,30
Yelyzaveta Kotliar,30
Mananchaya Sawangkaew,30
Wushuang Zheng,30
Lisa Pigato,30
Anna Frey,27
Sakura Hosogi,27
Hayu Kinoshita,27
Nuria Parrizas-Diaz,26
Heather Watson,25
Naiktha Bains,25
Carol Zhao,25
Sarah Rakotomanga Rajaonah Tiantsoa,25
Miriana Tona,25
Lucie Havlickova,24
Tatiana Prozorova,23
Amandine Monnot,23
Sofia Sanchez Ana,23
Selena Janicijevic,23
Ekaterine Gorgodze,23
Jennifer Brady,22
Lina Gjorcheska,22
Luisina Giovannini,22
Johanna Brockmann Tessa,22
Alevtina Ibragimova,22
Chengyiyi Yuan,22
Anouk Koevermans,22
Manon Leonard,22
Berfu Cengiz,21
Lucie Nguyen Tan,21
Misaki Matsuda,21
Aoi Ito,21
Zongyu Li,21
Lizette Cabrera,21
Dalila Jakupovic,21
Irene Burillo Escorihuela,21
Silvia Ambrosio,20
Nadine Smith Tina,20
Carson Branstine,20
Gabriela Lee,20
Kayla Cross,20
Aliona Falei,20
Julia Avdeeva,20
Anna Siskova,20
Mona Barthel,20
Elena Micic,20
Justina Mikulskyte,20
Madison Brengle,20
Momoko Kobori,19
Astrid Lew Yan Foon,19
Louisa Chirico,19
Arianne Hartono,18
Sijia Wei,18
Ayano Shimizu,18
Angelina Voloshchuk,18
Wilda Hennemann Caijsa,18
Lisa Zaar,18
Camilla Rosatello,18
Kristiana Sidorova,18
Vendula Valdmannova,18
Elizara Yaneva,18
Celine Naef,18
Anastasia Tikhonova,18
Laura Pigossi,18
Rina Saigo,18
Mariia Tkacheva,17
Adelina Lachinova,17
Kristina Mladenovic,17
Katarina Jokic,17
Peangtarn Plipuech,17
Ipek Oz,17
Nao Hibino,17
Diletta Cherubini,17
Fiona Crawley,16
Yeonwoo Ku,16
Nuria Brancaccio,16
Xiaodi You,16
Xinran Sun,15
Aliona Bolsova Zadoinov,15
Sohyun Park,15
Eri Shimizu,15
Eva Vedder,15
Yufei Ren,15
Sofya Lansere,15
Ayana Akli,15
Tena Lukas,15
Katarzyna Piter,14
Jessica Pieri,14
Mina Hodzic,14
Katherine Sebov,14
Julie Belgraver,14
Zhibek Kulambayeva,13
Victoria Bosio,13
Ekaterina Kazionova,13
Clara Burel,12
Amy Zhu,12
Alisa Oktiabreva,12
Madelyn Nugroho Priska,12
Thasaporn Naklo,12
Vaishnavi Adkar,12
Alana Smith,12
Kyoka Okamura,12
Anastasia Zolotareva,12
Haruka Kaji,12
Jia-Jing Lu,12
Miho Kuramochi,12
Han Shi,12
Dalila Spiteri,12
Zarina Diyas,11
Ruxandra Bertea Elena,11
Nicole Fossa Huergo,10
Jennifer Ruggeri,10
Carlota Martinez Cirez,10
Bianca Bulgaru Miriam,9
Ayla Aksu,9
Sara Saito,9
Yasmine Mansouri,8
Arantxa Rus,8
Ena Shibahara,7
Sara Popa Maria,7
Lea Ma,7
Alice Rame,7
Yidi Yang,7
Cody Wong Hong Yi,6
Dalayna Hewitt,6
Tara Wuerth,6
Deborah Chiesa,6
Shilin Xu,6
Anouck Vrancken Peeters,6
Lucia Cortez Llorca,6
Yaroslava Bartashevich,6
Zuzanna Pawlikowska,6
Francesca Curmi,6
Lucija Ciric Bagaric,6
Jule Niemeier,6
Georgiana Serban Raluca,6
Carolyn Ansari,6
Nika Radisic,5
Tahlia Kokkinis,5
Ekaterina Ovcharenko,5
Nadiya Kolb,5
Isabella Shinikova,5
Barbora Palicova,5
Lea Boskovic,5
Ana Petkovic,4
Mia Horvit,4
Ankita Raina,4
Sachia Vickery,4
Chenting Zhu,4
Anastasia Kulikova,4
Sara Daavettila,4
Martina Colmegna,4
Victoria Hu,4
Weronika Falkowska,4
Elena Cabezas Dominguez Sofia,4
Cristina Diaz Adrover,4
Marie Dittmann Gina,4
Stefani Webb,3
Destanee Aiava,3
Astra Sharma,3
Aleksandra Krunic,3
Anastasija Sevastova,3
Gabriela Agra Amorim,3
Renee Alame,3
Marta Lombardini,3
Analu Freitas,3
Hiroko Kuwata,3
Eleejah Inisan,3
Mingge Xu,3
Ada Kumru,3
Ruth Roura Llaverias,3
Alana Subasic,3
Emily Appleton,3
Carolina Alves,3
Tiphanie Lemaitre,3
Vitoria Leme Da Silva Nauhany,2
Bernarda Pera,2
Milana Ivantsiv,2
Monika Ekstrand,2
Ekaterina Reyngold,2
Sara Lanca,2
Kaur Thandi Karman,2
Yiming Dang,2
Daphnee Mpetshi Perricard,2
Yu Ye Qiu,2
Naoko Eto,2
Cagla Buyukakcay,2
Beatrice Ricci,2
Thea Frodin,2
Sarah Rokusek,2
Katrina Scott,2
Martina Capurro Taborda,2
Amandine Hesse,2
Ikumi Yamazaki,2
Margaux Rouvroy,2
Defne Cirpanli,2
Samira De Stefano,2
Gabriela Ce,2
Eva Guerrero Alvarez,2
Ekaterina Yashina,2
Jeline Vandromme,2
Giorgia Pedone,2
Erika Andreeva,2
Aran Teixido Garcia,2
Valeriya Strakhova,2
Anastasiia Sobolieva,2
Sinclair Rogers Anna,2
Angela Fita Boluda,2
Sapfo Sakellaridi,2
Mara Gae,1
Andreea Herea Carmen,1
Brenda Fruhvirtova,1
Maria Kozyreva,1
Marian Gomez Pezuela Cano,1
Teresa Franco Dias,1
Alice Robbe,1
Ana Bogdan,1
Emily Webley-Smith,1
Arun Mundhe Parthsarthi,1
Madalena Matias,1
Tori Russell,1
Jizelle Sibai,1
Sarah Mildren,1
Vlada Kozak,1
Carlota Corte,1
Isabella Guillen Giselle,1
Diae El Jardi,1
Maitane Arconada Usue,1
Freya Christie,1
Ana Konjuh,1
Ellie Schoppe,1
Maaya Rajeshwaran Revathi,1
Mary Lewis,1
Min Liu,1
Hajar Crinebouch,1
Julie Pastikova,1
Ksenia Zaytseva,1
Ava Beck,1
Carmen Lopez Martinez,1
Isabel Higuita Barraza Mariana,1
Camila Torres Murcia Maria,1
Jamie Loeb,1
Filipa Santos Ana,1
Aishi Das,1
Carmen Gallardo Guevara,1
Ylena In-Albon,1
Georgina Garcia-Perez,1
Shiyu Ye,1
Kanon Sawashiro,1
Laquisa Khan,1
Victoria Pohle,1
Maria Garcia Cid,1
Elyse Tse,1
Nahia Berecoechea,1
Carson Tanguilig,1
Dileep Nitture Akanksha,1
Elizabeth Coleman,1
Selina Atay,1
Zeel Desai,1
Sonal Patil,1
Julia Stusek,1
Malaika Rapolu,1
Meiling Wang,1
Gabriella da Silva Fick,1
