Player,Points
Moyuka Uchijima,133
Marina Stakusic,132
Qinwen Zheng,130
Renata Zarazua,127
Donna Vekic,123
Simona Waltert,121
Dominika Salkova,119
Joanna Garland,114
Maja Chwalinska,114
Linda Klimovicova,111
Vera Zvonareva,111
Oleksandra Oliynykova,108
Elsa Jacquemot,105
Yuliia Starodubtseva,104
Kaja Juvan,103
Whitney Osuigwe,100
Dalma Galfi,97
Julia Grabher,88
Francesca Jones,86
Sofia Kenin,85
Andrea Lazaro Garcia,83
Tatjana Maria,83
Ekaterine Gorgodze,83
Olivia Gadecki,77
Sofia Costoulas,74
Darja Semenistaja,74
Sinja Kraus,73
Eva Lys,72
Tamara Zidansek,72
Arina Rodionova,71
Darja Vidmanova,71
Polina Kudermetova,71
Elvina Kalieva,70
Fiona Ferro,69
Kaitlin Quevedo,68
Mayar Sherif,68
Kayla Day,66
Matilde Jorge,64
Maria Timofeeva,63
Chloe Paquet,63
Elena Pridankina,62
Marketa Vondrousova,61
Sloane Stephens,61
Lulu Sun,61
Nuria Brancaccio,57
Polina Iatcenko,56
Mia Pohankova,54
Beatriz Haddad Maia,53
Caroline Dolehide,52
Hanyu Guo,51
Varvara Lepchenko,50
Fangran Tian,49
Viktoria Morvayova,48
Mei Yamaguchi,48
Shuo Liang En,46
Emerson Jones,45
Veronika Erjavec,44
Francisca Jorge,44
Elina Avanesyan,43
Mary Stoiana,43
Youngsuh Lee Carol,42
Panna Udvardy,42
Anhelina Kalinina,42
Lucrezia Stefanini,42
Guiomar Maristany Zuleta De Reales,40
Carole Monnet,40
Claire Liu,39
Yexin Ma,38
Viktoriya Tomova,36
Lourdes Carle Maria,35
Katarzyna Kawa,35
Diana Martynov,33
Venus Williams,33
Leolia Jeanjean,33
Anastasia Pavlyuchenkova,32
Lin Zhu,32
Gabriela Knutson,32
Lucia Bronzetti,32
Iryna Shymanovich,32
Kiara Toth Amarissa,31
Elizabeth Mandlik,31
Bianca Andreescu,31
Greet Minnen,31
Eudice Chong,30
Yafan Wang,30
Rashmikaa Bhamidipaty Shrivalli,30
Marina Bassols Ribera,30
Tereza Martincova,30
Wushuang Zheng,30
Sara Sorribes Tormo,30
Sahaja Yamalapalli,30
Mananchaya Sawangkaew,30
Anastasia Gasanova,30
Cadence Brace,28
Anna Frey,27
Sakura Hosogi,27
Nuria Parrizas-Diaz,26
Heather Watson,25
Naiktha Bains,25
Katarina Zavatska,25
Lola Radivojevic,22
Misaki Matsuda,21
Anastasia Zolotareva,21
Jennifer Brady,21
Teodora Kostovic,21
Tatiana Prozorova,21
Lizette Cabrera,21
Mai Hontama,21
Silvia Ambrosio,20
Nadine Smith Tina,20
Carson Branstine,20
Lina Gjorcheska,20
Jasmin Ortenzi,20
Akasha Urhobo,20
Harmony Tan,20
Justina Mikulskyte,20
Harriet Dart,20
Elena Micic,20
Anouk Koevermans,20
Julia Riera,20
(Kuzmova) Hruncakova Viktoria,20
Despina Papamichail,20
Kathinka von Deichmann,20
Caroline Werner,19
Louisa Chirico,19
Momoko Kobori,18
Arianne Hartono,18
Ayano Shimizu,18
Kristiana Sidorova,18
Astrid Lew Yan Foon,18
Aliona Falei,18
Kayla Cross,18
Anna Siskova,18
Vendula Valdmannova,18
Selena Janicijevic,18
Rina Saigo,18
Mona Barthel,18
Hanne Vandewinkel,18
Manon Leonard,18
Suzan Lamens,18
Camilla Rosatello,18
Madison Brengle,18
Mariia Tkacheva,17
Ipek Oz,17
Martina Trevisan,17
Katarina Jokic,16
Gabriela Lee,16
Fiona Crawley,16
Oceane Dodin,16
Angelina Voloshchuk,16
Dalila Jakupovic,16
Sohyun Park,15
Eri Shimizu,15
Laura Pigossi,15
Ayana Akli,15
Yasmine Kabbaj,15
Nao Hibino,15
Leyre Romero Gormaz,15
Katarzyna Piter,14
Kristina Mladenovic,14
Yeonwoo Ku,14
Xinyu Gao,14
Aliona Bolsova Zadoinov,14
Xiaodi You,14
Mina Hodzic,13
Sarah Rakotomanga Rajaonah Tiantsoa,13
Miriana Tona,13
Lia Karatancheva,13
Amy Zhu,12
Vaishnavi Adkar,12
Jia-Jing Lu,12
Madelyn Nugroho Priska,12
Thasaporn Naklo,12
Haruka Kaji,12
Peangtarn Plipuech,12
Han Shi,12
Kyoka Okamura,12
Miho Kuramochi,12
Susan Bandecchi,12
Katherine Sebov,12
Zarina Diyas,11
Nicole Fossa Huergo,9
Alevtina Ibragimova,7
Bianca Bulgaru Miriam,7
Lisa Pigato,7
Ena Shibahara,7
Yasmine Mansouri,7
Dalayna Hewitt,6
Ekaterina Kazionova,6
Shilin Xu,6
Zuzanna Pawlikowska,6
Lea Ma,6
Yidi Yang,6
Noma Noha Akugue,6
Dalila Spiteri,6
Anna-Lena Friedsam,6
Lucija Ciric Bagaric,5
Mia Ristic,5
Arantxa Rus,5
Carolyn Ansari,5
Nika Radisic,4
Mia Horvit,4
Sara Daavettila,4
Ankita Raina,4
Alana Smith,4
Berfu Cengiz,4
Martina Colmegna,4
Nadiya Kolb,4
Victoria Hu,4
Anastasia Kulikova,4
Barbora Palicova,4
Elena Cabezas Dominguez Sofia,4
Alice Rame,4
Marie Dittmann Gina,4
Jessika Ponchet,4
Tahlia Kokkinis,3
Stefani Webb,3
Sijia Wei,3
Destanee Aiava,3
Astra Sharma,3
Aleksandra Krunic,3
Anastasija Sevastova,3
Renee Alame,3
Ada Kumru,3
Mingge Xu,3
Sofia Sanchez Ana,3
Sachia Vickery,3
Laura Samson,3
Sada Nahimana,3
Emily Appleton,3
Alana Subasic,3
Tara Wuerth,2
Bernarda Pera,2
Ksenia Efremova,2
Monika Ekstrand,2
Thea Frodin,2
Adelina Lachinova,2
Analu Freitas,2
Eva Vedder,2
Sara Lanca,2
Martina Capurro Taborda,2
Hiroko Kuwata,2
Luisina Giovannini,2
Valeriya Strakhova,2
Ekaterina Yashina,2
Julieta Pareja,2
Alice Tubello,2
Ayla Aksu,2
Jessica Pieri,2
Sarah Rokusek,2
Anastasiia Sobolieva,2
Erika Andreeva,2
Katrina Scott,2
Sinclair Rogers Anna,2
Irene Burillo Escorihuela,2
Tiphanie Lemaitre,2
Georgiana Serban Raluca,2
Isabella Guillen Giselle,1
Mara Gae,1
Andreea Herea Carmen,1
Brenda Fruhvirtova,1
Malaika Rapolu,1
Marian Gomez Pezuela Cano,1
Ekaterina Reyngold,1
Teresa Franco Dias,1
Freya Christie,1
Makoto Ninomiya,1
Ana Bogdan,1
Emily Webley-Smith,1
Madalena Matias,1
Tori Russell,1
Jizelle Sibai,1
Sarah Mildren,1
Ellie Schoppe,1
Aishi Das,1
Kanon Sawashiro,1
Julie Pastikova,1
Elyse Tse,1
Carson Tanguilig,1
Selina Atay,1
Saumya Vig,1
Mary Lewis,1
Filipa Santos Ana,1
Naoko Eto,1
Ava Beck,1
Maaya Rajeshwaran Revathi,1
Sonal Patil,1
Dileep Nitture Akanksha,1
Elizabeth Coleman,1
Ekaterina Ovcharenko,1
Zeel Desai,1
Katie Swan,1
Polona Hercog,1
Nahia Berecoechea,1
Denislava Glushkova,1
Ikumi Yamazaki,1
Monique Barry,1
Laquisa Khan,1
Irem Kurt,1
Gina Feistel,1
Ruxandra Bertea Elena,1
Defne Cirpanli,1
Yaroslava Bartashevich,1
Briana Szabo,1
Vaidehi Chaudhari,1
Gabriella da Silva Fick,1
Hanna Chang,1
Victoria Rodriguez,1
Carolina Alves,1
Jamie Loeb,1
Alicia Dudeney,1
Lucie Havlickova,1
Sara Popa Maria,1
Darya Astakhova,1
Diletta Cherubini,1
Ylena In-Albon,1
Isabella Shinikova,1
Sara Saito,1
Anastasia Tikhonova,1
Ilay Yoruk,1
Angela Fita Boluda,1
Sofia Shapatava,1
Ekaterina Tupitsyna,0
Yushan Shao,0
Camila Rodero,0
Yui Ohwaki,0
Juliette Trunet,0
Rachael Smith,0
Amy Sucha,0
Leilany Ipunesso,0
Shiyu Ye,0
Massiva Boukirat,0
Kaur Sandhu Gurmanat,0
Cara Korhonen,0
Tanisha Kashyap,0
Sofiia Nagornaia,0
Sofia Martinez Solis Claudia,0
Rinko Matsuda,0
Viktoria Veleva,0
Elza Tomase,0
Romina Ccuno,0
Fanny Norin,0
Yui Chikaraishi,0
Luisa Meyer Auf Der Heide,0
Zoe Hitt,0
Rosa Dourado Zimermman Jennifer,0
Natsuho Arakawa,0
Nicole Gadient,0
Elena-Teodora Cadar,0
Anna Pushkareva,0
Tina Manescu,0
Avery Alexander,0
Yuhan Wang,0
Nehira Sanon,0
Eleni Tsetsou,0
Daria Belyaeva,0
JiaYi Wang,0
Anna Tabunshchyk,0
Paulina Montiel,0
Yiru Chen,0
Ruirui Zou,0
Riko Kikawada,0
Madhurima Sawant,0
Dunja Maric,0
Ximena Senties,0
Wozuko Mdlulwa,0
Xichen Zhao,0
Krystyna Pochtovyk,0
Amelie Van Impe,0
Caterina Odorizzi,0
Samantha Imbo Nloga,0
Pia Lovric,0
Klara Kosan,0
Allura Zamarripa,0
Sera Nishimoto,0
Yasmin Ezzat,0
Kianah Motosono,0
Cody Wong Hong Yi,0
Carolina Millan Ingrid,0
Kristina Novak,0
Helena Stevic,0
Wanja Brune Olsen Astrid,0
Warona Mdlulwa,0
Fernanda Herazo Gonzalez Maria,0
Paulina Perez Garcia Maria,0
Julia Stamatova,0
Ashmitha Easwaramurthi,0
Sae Noguchi,0
Neus Torner Sensano,0
Barbara Straszewska,0
Jana Kovackova,0
Anastasia Bertacchi,0
Amelie Hejtmankova,0
Tian Jialin,0
Dune Vaissaud,0
Ying Cheuk Shek,0
Alja Senica,0
Carla Markus,0
