Player,Points
Pedro Boscardin Dias,120
Thomas Faurel,119
Tristan Boyer,118
Juan Pablo Ficovich,118
Thiago Monteiro,118
Tung-Lin Wu,118
Charles Broom,118
Tom Gentzsch,118
August Holmgren,117
Rodrigo Pacheco Mendez,114
Jacob Fearnley,113
Roberto Carballes Baena,113
Alejandro Moro Canas,113
Maks Kasnikowski,113
Francesco Passaro,112
Otto Virtanen,110
Calvin Hemery,109
Marek Gengel,109
Juan Bautista Torres,108
Hynek Barton,108
Petr Nesterov,107
Mili Poljicak,106
Philip Sekulic,106
Billy Harris,104
Jack Kennedy,104
Max Schoenhaus,104
Murphy Cassone,103
Inaki Montes-De La Torre,102
Marc-Andrea Huesler,102
Manas Dhamne,101
Juncheng Shang,100
Michele Ribecai,100
Juan Estevez,100
Petr Bar Biryukov,100
Martin Krumich,99
Blaise Bicknell,98
Anton Matusevich,98
Philip Henning,97
Jonas Forejtek,97
Vitaliy Sachko,96
Igor Marcondes,96
Grigor Dimitrov,95
Eliakim Coulibaly,95
Kaichi Uchida,95
Alafia Ayeni,94
Lorenzo Giustino,94
Filippo Romano,94
Joao Lucas Reis Da Silva,94
Mert Alkaya,94
Federico Bondioli,94
Ugo Blanchet,93
Yu Hsiou Hsu,93
Andre Ilagan,93
Miguel Damas,93
Jacopo Vasami,91
Andrea Collarini,91
Tommaso Compagnucci,90
Oriol Roca Batalla,90
Alex Martinez,89
Henry Searle,89
Dominic Stricker,88
Ognjen Milic,88
Matteo Martineau,88
Bernard Tomic,88
Henri Squire,88
Eduardo Ribeiro,87
Blake Ellis,87
Justin Boulais,87
Valerio Aboian,87
Semen Pankin,85
Alvaro Guillen Meza,85
Carlos Sanchez Jover,85
Hamish Stewart,84
Luciano Emanuel Ambrogi,84
Florian Broska,83
Lucio Ratti,83
Enrico Dalla Valle,83
Li Tu,81
Andrej Martin,80
Cezar Cretu,80
Giles Hussey,80
Thanasi Kokkinakis,79
Yosuke Watanuki,79
Cyril Vandermeersch,78
Thiago Seyboth Wild,77
Tyler Zink,77
Maximus Jones,77
Murkel Dellien,77
Akira Santillan,77
Alejo Sanchez Quilez,77
Tibo Colson,76
Daniel Rincon,76
Paul Jubb,76
Mees Rottgering,75
Yasutaka Uchiyama,75
Anton Shepp,75
Alex Barrena,75
Robin Bertrand,75
Mark Lajal,74
Carl Emil Overbeck,74
Beibit Zhukayev,74
Robert Strombachs,74
Matej Dodig,73
Max Hans Rehberg,73
Samuele Pieri,73
Daniel Milavsky,73
Kilian Feldbausch,72
Francesco Forti,72
Oliver Crawford,72
Jason Kubler,71
Taro Daniel,71
Sean Cuenin,71
Maxim Mrva,71
Sumit Nagal,71
Niels Visker,71
Daniel Masur,71
Marko Topo,70
Denis Yevseyev,70
Enzo Aguiard,69
Colin Sinclair,69
Nick Hardt,68
Lucas Poullain,68
Sascha Gueymard Wayenburg,68
Tai Sach,68
Moerani Bouzige,68
Quinn Vandecasteele,66
Hiroki Moriya,66
Lilian Marmousez,65
Daniel Michalski,65
Oleg Prihodko,65
Arthur Nagel,65
Cannon Kingsley,65
Daniel Dutra da Silva,65
Emile Hudd,65
Tiago Pereira,65
Ilya Ivashka,64
Dragos Nicolae Madaras,64
Andrea Vavassori,63
Hugo Grenier,63
Johan Nikles,63
Mathys Erhard,63
Jordan Thompson,62
Guy Den Ouden,62
Lui Maxted,62
Ivan Marrero Curbelo,62
Hyeon Chung,62
Justin Engel,62
Carlos Maria Zarate,62
Yanki Erel,61
Karim Bennani,61
Sergi Perez Contri,61
Gonzalo Villanueva,61
Georgii Kravchenko,61
Matthew Dellavedova,61
Antoine Ghibaudo,60
Federico Arnaboldi,60
Sandro Kopp,60
Karan Singh,60
Stefan Palosi,59
Arthur Weber,59
Jie Cui,59
Yuta Shimizu,59
Digvijaypratap Singh,59
Juan Sebastian Gomez,58
Matthew William Donald,58
Duje Ajdukovic,58
Mika Brunold,57
Maxime Chazal,57
Marat Sharipov,57
John Echeverria,57
Garrett Johns,57
Laurent Lokoli,56
Masamichi Imamura,56
Andres Martin,56
Mitsuki Wei Kang Leong,56
Andrey Chepelev,56
Christian Langmo,56
Jerome Kym,55
Daniel Siniakov,55
Max Basing,55
Ivan Gakhov,55
Felix Balshaw,55
Shintaro Mochizuki,54
Petr Brunclik,54
Matheus Pucinelli De Almeida,54
Daniel Elahi Galan,54
Marvin Moeller,54
Miguel Tobon,54
Tiago Torres,54
Alex Marti Pujolras,53
Nerman Fatic,53
Luca Castelnuovo,53
Alexander Binda,53
Ivan Ivanov,53
Iliyan Radulov,52
Yi Zhou,52
Adrian Boitan,52
Michael Bassem Sobhy,52
Vadym Ursu,52
Amir Omarkhanov,52
Fares Zakaria,52
Lorenzo Joaquin Rodriguez,52
Ryan Colby,51
Sergio Callejon Hernando,51
Arthur Cazaux,50
Johannus Monday,50
Radu Albot,50
Taha Baadi,50
Gabriele Piraino,50
Geoffrey Blancaneaux,50
Marc Polmans,49
Alex Hernandez,49
Dan Added,49
Paulo Andre Saraiva Dos Santos,49
Pedro Sakamoto,49
Toufik Sahtali,49
Hernan Casanova,48
Lukas Pokorny,48
Gavin Young,48
Gilles Arnaud Bailly,48
Jake Delaney,48
Cruz Hewitt,48
Dan Martin,48
Duncan Chan,47
Pavle Marinkov,47
Eero Vasa,47
Eric Vanshelboim,47
Sidharth Rawat,47
Patrick Zahraj,47
Aziz Ouakaa,47
Alan Fernando Rubio Fierros,46
Yaroslav Demin,46
Joao Domingues,46
Romain Faucon,46
Rudolf Molleker,45
Mika Petkovic,45
Samuel Vincent Ruggeri,45
Kasidit Samrej,45
Izan Almazan Valiente,45
Moez Echargui,44
Reda Bennani,44
Jack Loge,44
Federico Iannaccone,44
Santiago Rodriguez Taverna,44
Andrew Fenty,43
Luca Wiedenmann,43
Massimo Giunta,43
Lorenzo Carboni,43
Leonardo Rossi,43
Sebastian Sorger,42
Karlis Ozolins,42
Olle Wallin,42
Corentin Denolly,42
Alessandro Pecci,42
Juan Cruz Martin Manzano,42
Giuseppe La Vela,42
Patrick Schoen,42
Leo Borg,42
Gianmarco Ferrari,41
Benjamin Hassan,41
Millen Hurrion,41
Nicolas Kicker,41
Nino Ehrenschneider,41
Manish Sureshkumar,41
Aidan McHugh,40
Koki Matsuda,40
Matteo Covato,40
Andreja Petrovic,40
Maximo Zeitune,40
Harold Mayot,39
Olaf Pieczkowski,39
Christoph Negritu,39
Ryan Dickerson,39
Dusan Obradovic,39
