Player,Points
Andrej Nedic,127
Braden Shick,127
Mikhail Kukushkin,127
Dali Blanch,126
Tristan Boyer,125
Hayato Matsuoka,125
Michael Geerts,123
Genaro Alberto Olivieri,122
Franco Agamenone,122
Fajing Sun,121
Alejandro Moro Canas,121
Charles Broom,120
Thomas Faurel,119
Juan Pablo Ficovich,118
Thiago Monteiro,118
Tung-Lin Wu,118
Oriol Roca Batalla,117
Giles Hussey,116
Rodrigo Pacheco Mendez,114
Jacob Fearnley,113
Jacopo Vasami,113
Francesco Passaro,112
Jack Kennedy,111
Otto Virtanen,110
Marek Gengel,110
Martin Krumich,110
Calvin Hemery,109
Kilian Feldbausch,108
Juan Bautista Torres,108
Hynek Barton,108
Petr Nesterov,107
Mili Poljicak,106
Philip Sekulic,106
Cezar Cretu,105
Marc-Andrea Huesler,105
Vitaliy Sachko,104
Billy Harris,104
Max Schoenhaus,104
Murphy Cassone,103
Andre Ilagan,103
Inaki Montes-De La Torre,102
Joao Lucas Reis Da Silva,102
Ugo Blanchet,101
Manas Dhamne,101
Juncheng Shang,100
Michele Ribecai,100
Juan Estevez,100
Petr Bar Biryukov,100
Eliakim Coulibaly,99
Filippo Romano,99
Anton Matusevich,98
Blaise Bicknell,98
Philip Henning,97
Jonas Forejtek,97
Igor Marcondes,96
Alafia Ayeni,96
Bernard Tomic,96
Grigor Dimitrov,95
Kaichi Uchida,95
Lorenzo Giustino,94
Mert Alkaya,94
Federico Bondioli,94
Semen Pankin,93
Yu Hsiou Hsu,93
Miguel Damas,93
Andrea Collarini,91
Dominic Stricker,90
Tommaso Compagnucci,90
Alex Martinez,89
Henry Searle,89
Ognjen Milic,88
Matteo Martineau,88
Matej Dodig,88
Henri Squire,88
Eduardo Ribeiro,87
Hamish Stewart,87
Justin Boulais,87
Blake Ellis,87
Samuele Pieri,87
Valerio Aboian,87
Enrico Dalla Valle,86
Lucio Ratti,86
Thiago Seyboth Wild,85
Alvaro Guillen Meza,85
Carlos Sanchez Jover,85
Andrej Martin,84
Luciano Emanuel Ambrogi,84
Florian Broska,83
Li Tu,81
Cyril Vandermeersch,81
Felix Balshaw,80
Thanasi Kokkinakis,79
Yosuke Watanuki,79
Marko Topo,77
Francesco Forti,77
Vadym Ursu,77
Maximus Jones,77
Tyler Zink,77
Murkel Dellien,77
Alejo Sanchez Quilez,77
Robert Strombachs,77
Tibo Colson,76
Daniel Rincon,76
Paul Jubb,76
Akira Santillan,76
Mees Rottgering,75
Taro Daniel,75
Yasutaka Uchiyama,75
Anton Shepp,75
Alex Barrena,75
Robin Bertrand,75
Mark Lajal,74
Carl Emil Overbeck,74
Beibit Zhukayev,74
Daniel Milavsky,74
Max Hans Rehberg,73
Oliver Crawford,72
Jason Kubler,71
Sean Cuenin,71
Sumit Nagal,71
Maxim Mrva,71
Niels Visker,71
Daniel Masur,71
Tai Sach,71
Johan Nikles,70
Denis Yevseyev,70
Enzo Aguiard,69
Guy Den Ouden,69
Colin Sinclair,69
Nick Hardt,68
Lucas Poullain,68
Sascha Gueymard Wayenburg,68
Moerani Bouzige,68
Tiago Pereira,68
Quinn Vandecasteele,67
Daniel Michalski,67
Oleg Prihodko,67
Daniel Dutra da Silva,67
Hiroki Moriya,66
Lilian Marmousez,65
Cannon Kingsley,65
Arthur Nagel,65
Emile Hudd,65
Ilya Ivashka,64
Yanki Erel,64
Dragos Nicolae Madaras,64
Ioannis Xilas,64
Andrea Vavassori,63
Hugo Grenier,63
Mathys Erhard,63
Jordan Thompson,62
Lui Maxted,62
Ivan Marrero Curbelo,62
Eric Vanshelboim,62
Hyeon Chung,62
Justin Engel,62
Carlos Maria Zarate,62
Georgii Kravchenko,62
Andrey Chepelev,62
Nerman Fatic,61
Jie Cui,61
Karim Bennani,61
Sergi Perez Contri,61
Gonzalo Villanueva,61
Matthew Dellavedova,61
Arthur Weber,60
Antoine Ghibaudo,60
Masamichi Imamura,60
Federico Arnaboldi,60
Sandro Kopp,60
Karan Singh,60
Stefan Palosi,59
Yuta Shimizu,59
Digvijaypratap Singh,59
Juan Sebastian Gomez,58
Daniel Elahi Galan,58
Maxime Chazal,58
Matthew William Donald,58
Duje Ajdukovic,58
Marvin Moeller,58
Mika Brunold,57
Patrick Schoen,57
Marat Sharipov,57
Miguel Tobon,57
Geoffrey Blancaneaux,57
Garrett Johns,57
Alec Beckley,56
Laurent Lokoli,56
Corentin Denolly,56
Andres Martin,56
Mitsuki Wei Kang Leong,56
Alexander Binda,56
John Echeverria,56
Christian Langmo,56
Jerome Kym,55
Daniel Siniakov,55
Max Basing,55
Ivan Gakhov,55
Shintaro Mochizuki,54
Petr Brunclik,54
Matheus Pucinelli De Almeida,54
Tiago Torres,54
Romain Faucon,54
Luca Castelnuovo,53
Ivan Ivanov,53
Iliyan Radulov,52
Yi Zhou,52
Adrian Boitan,52
Michael Bassem Sobhy,52
Jake Delaney,52
Amir Omarkhanov,52
Fares Zakaria,52
Lorenzo Joaquin Rodriguez,52
Daniel De Jonge,51
Marc Polmans,51
Ryan Colby,51
Sergio Callejon Hernando,51
Arthur Cazaux,50
Johannus Monday,50
Radu Albot,50
Lukas Pokorny,50
Taha Baadi,50
Giuseppe La Vela,50
Gabriele Piraino,50
Alex Hernandez,49
Dan Added,49
Paulo Andre Saraiva Dos Santos,49
Pedro Sakamoto,49
Hernan Casanova,48
Gavin Young,48
Gilles Arnaud Bailly,48
Cruz Hewitt,48
Dan Martin,48
Toufik Sahtali,48
Duncan Chan,47
Pavle Marinkov,47
Eero Vasa,47
Andrew Fenty,47
Sidharth Rawat,47
Jack Loge,47
Izan Almazan Valiente,47
Patrick Zahraj,47
Lorenzo Carboni,47
Aziz Ouakaa,47
Alan Fernando Rubio Fierros,46
Mateus Alves,46
Radu Mihai Papoe,46
Yaroslav Demin,46
Joao Domingues,46
Dusan Obradovic,46
Rudolf Molleker,45
Mika Petkovic,45
Kasidit Samrej,45
Nicolas Tepmahc,45
Moez Echargui,44
Reda Bennani,44
Federico Iannaccone,44
Santiago Rodriguez Taverna,44
Harold Mayot,43
Bor Artnak,43
Daniil Ostapenkov,43
Luca Wiedenmann,43
Massimo Giunta,43
Leonardo Rossi,43
Jay Friend,42
Edward Winter,42
Milos Karol,42
Sebastian Sorger,42
Karlis Ozolins,42
Olle Wallin,42
Alessandro Pecci,42
Juan Cruz Martin Manzano,42
Leo Borg,42
Max Wiskandt,42
Olaf Pieczkowski,41
